order_date,product,category,region,channel,customer_segment,quantity,unit_price,revenue,profit,rating,is_returned
2023-12-15,Samsung Galaxy S24,Смартфоны,Краснодар,Сайт,Повторный,1,96220,96220,33987,3.2,0
2023-12-15,Чехол iPhone,Аксессуары,Санкт-Петербург,Розничный магазин,Повторный,9,1474,13266,7437,5.0,0
2023-12-15,ASUS ZenBook,Ноутбуки,Москва,Маркетплейс,Новый,3,143053,429159,158168,4.5,0
2023-12-16,Мышь беспроводная,Аксессуары,Новосибирск,Сайт,Новый,1,3391,3391,2267,5.0,0
2023-12-16,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Сайт,VIP,1,192250,192250,83875,4.8,0
2023-12-17,Xiaomi 14,Смартфоны,Санкт-Петербург,Сайт,Новый,2,81139,162278,62693,,0
2023-12-17,Samsung Tab S9,Планшеты,Казань,Мобильное приложение,Новый,4,78015,312060,145753,4.5,0
2023-12-18,Зарядка 65W,Аксессуары,Москва,Маркетплейс,Новый,3,3081,9243,6278,3.7,0
2023-12-18,ASUS ZenBook,Ноутбуки,Новосибирск,Розничный магазин,Новый,1,106118,106118,41390,4.2,0
2023-12-18,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Розничный магазин,Новый,6,103864,623184,246241,4.6,1
2023-12-19,Samsung Buds2,Наушники,Новосибирск,Сайт,Новый,7,15801,110607,53410,3.5,0
2023-12-19,Samsung Tab S9,Планшеты,Москва,Маркетплейс,Повторный,1,98288,98288,45509,4.6,1
2023-12-20,ASUS ZenBook,Ноутбуки,Екатеринбург,Розничный магазин,VIP,5,104766,523830,188615,4.8,0
2023-12-20,Зарядка 65W,Аксессуары,Казань,Сайт,Повторный,6,2641,15846,9734,,0
2023-12-20,Xiaomi 14,Смартфоны,Москва,Маркетплейс,Повторный,4,85861,343444,130078,4.5,0
2023-12-21,Bose QC45,Наушники,Санкт-Петербург,Маркетплейс,Повторный,2,40350,80700,35863,4.6,0
2023-12-21,Стекло защитное,Аксессуары,Москва,Мобильное приложение,Повторный,1,1269,1269,848,4.5,0
2023-12-22,Мышь беспроводная,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,7,3979,27853,18129,3.5,0
2023-12-22,Dell XPS 15,Ноутбуки,Москва,Мобильное приложение,Повторный,1,173370,173370,74073,4.1,0
2023-12-22,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Сайт,Новый,3,143788,431364,189266,5.0,0
2023-12-23,AirPods Pro 2,Наушники,Санкт-Петербург,Мобильное приложение,Повторный,7,33235,232645,116071,4.3,0
2023-12-23,Xiaomi Pad 6,Планшеты,Санкт-Петербург,Сайт,Повторный,1,54426,54426,24860,4.0,0
2023-12-24,Стекло защитное,Аксессуары,Новосибирск,Мобильное приложение,Повторный,1,951,951,627,4.4,0
2023-12-24,Lenovo ThinkPad X1,Ноутбуки,Москва,Сайт,Повторный,1,192089,192089,74105,4.7,0
2023-12-24,Xiaomi 14,Смартфоны,Екатеринбург,Сайт,Новый,3,82818,248454,94659,4.1,0
2023-12-25,Xiaomi Pad 6,Планшеты,Краснодар,Сайт,Повторный,1,44966,44966,18869,5.0,1
2023-12-25,Lenovo ThinkPad X1,Ноутбуки,Москва,Маркетплейс,VIP,3,171043,513129,225173,4.1,0
2023-12-26,Стекло защитное,Аксессуары,Краснодар,Маркетплейс,Повторный,3,1144,3432,2189,3.3,0
2023-12-26,MacBook Air M3,Ноутбуки,Санкт-Петербург,Мобильное приложение,Новый,2,187558,375116,147040,4.5,0
2023-12-26,Samsung Galaxy S24,Смартфоны,Казань,Мобильное приложение,Новый,2,104301,208602,70140,4.4,0
2023-12-27,Xiaomi Pad 6,Планшеты,Краснодар,Сайт,Повторный,5,48716,243580,113594,4.5,0
2023-12-27,Samsung Buds2,Наушники,Екатеринбург,Сайт,VIP,3,16848,50544,22436,3.9,0
2023-12-28,Sony WH-1000XM5,Наушники,Москва,Мобильное приложение,Новый,1,50715,50715,23935,3.9,0
2023-12-28,Стекло защитное,Аксессуары,Санкт-Петербург,Мобильное приложение,VIP,4,1074,4296,2432,2.7,0
2023-12-28,Кабель USB-C,Аксессуары,Москва,Маркетплейс,Повторный,4,951,3804,2419,4.3,0
2023-12-29,Кабель USB-C,Аксессуары,Новосибирск,Сайт,Новый,8,807,6456,3782,4.9,1
2023-12-29,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Мобильное приложение,Повторный,1,125181,125181,51646,3.2,0
2023-12-30,Xiaomi Pad 6,Планшеты,Новосибирск,Маркетплейс,Новый,1,45490,45490,18628,2.8,0
2023-12-30,Чехол iPhone,Аксессуары,Санкт-Петербург,Мобильное приложение,VIP,2,1430,2860,1875,4.2,0
2023-12-30,iPad Air 5,Планшеты,Санкт-Петербург,Розничный магазин,Повторный,3,72519,217557,95389,4.1,0
2023-12-31,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,Новый,9,158470,1426230,567409,4.1,0
2023-12-31,Xiaomi 14,Смартфоны,Казань,Мобильное приложение,Новый,1,82843,82843,30847,3.5,0
2024-01-01,ASUS ZenBook,Ноутбуки,Москва,Розничный магазин,Повторный,7,76923,538461,225936,4.3,0
2024-01-01,iPhone 15 Pro,Смартфоны,Новосибирск,Маркетплейс,Новый,3,61797,185391,67928,4.6,0
2024-01-02,AirPods Pro 2,Наушники,Екатеринбург,Сайт,Повторный,4,18396,73584,34837,4.0,0
2024-01-02,Мышь беспроводная,Аксессуары,Санкт-Петербург,Мобильное приложение,Новый,11,2210,24310,14944,4.2,0
2024-01-02,MacBook Air M3,Ноутбуки,Москва,Розничный магазин,Новый,6,115271,691626,268951,3.6,0
2024-01-03,MacBook Air M3,Ноутбуки,Новосибирск,Сайт,VIP,5,105990,529950,204497,5.0,0
2024-01-03,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Новый,2,123365,246730,89655,4.4,0
2024-01-04,Bose QC45,Наушники,Екатеринбург,Розничный магазин,Новый,1,19895,19895,9170,4.2,0
2024-01-04,iPad Air 5,Планшеты,Казань,Маркетплейс,Новый,3,43595,130785,60212,3.4,0
2024-01-04,Xiaomi Pad 6,Планшеты,Москва,Сайт,Повторный,8,32229,257832,98885,4.0,0
2024-01-05,MacBook Air M3,Ноутбуки,Санкт-Петербург,Сайт,Новый,2,107286,214572,80387,5.0,0
2024-01-05,MacBook Air M3,Ноутбуки,Москва,Сайт,Новый,1,116007,116007,42693,4.0,0
2024-01-06,Xiaomi 14,Смартфоны,Москва,Сайт,Повторный,6,50109,300654,108375,3.0,0
2024-01-06,MacBook Air M3,Ноутбуки,Краснодар,Розничный магазин,Новый,2,95248,190496,71581,4.0,0
2024-01-06,ASUS ZenBook,Ноутбуки,Москва,Мобильное приложение,Новый,3,82647,247941,88692,3.9,0
2024-01-07,Samsung Buds2,Наушники,Екатеринбург,Мобильное приложение,Повторный,2,10576,21152,10548,5.0,0
2024-01-07,iPad Air 5,Планшеты,Москва,Сайт,Новый,2,47212,94424,37757,5.0,0
2024-01-08,Google Pixel 8,Смартфоны,Новосибирск,Мобильное приложение,Новый,7,55175,386225,141337,4.3,0
2024-01-08,Кабель USB-C,Аксессуары,Казань,Маркетплейс,Новый,4,453,1812,1205,3.6,0
2024-01-08,Xiaomi 14,Смартфоны,Краснодар,Сайт,Повторный,1,44957,44957,16773,3.6,0
2024-01-09,Зарядка 65W,Аксессуары,Санкт-Петербург,Маркетплейс,Повторный,1,1751,1751,1104,4.2,0
2024-01-09,Google Pixel 8,Смартфоны,Москва,Сайт,Новый,2,68021,136042,44186,4.7,0
2024-01-10,Мышь беспроводная,Аксессуары,Краснодар,Мобильное приложение,VIP,1,2149,2149,1428,3.9,0
2024-01-10,Мышь беспроводная,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,3,2253,6759,4503,4.8,0
2024-01-10,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Новый,2,55941,111882,36831,4.3,0
2024-01-11,Google Pixel 8,Смартфоны,Новосибирск,Сайт,Новый,5,48400,242000,92489,3.8,0
2024-01-11,Samsung Buds2,Наушники,Краснодар,Мобильное приложение,Новый,4,9537,38148,19031,4.0,0
2024-01-12,Стекло защитное,Аксессуары,Москва,Сайт,Новый,1,710,710,447,4.6,0
2024-01-12,Google Pixel 8,Смартфоны,Санкт-Петербург,Маркетплейс,Повторный,3,65003,195009,74459,4.5,0
2024-01-12,Кабель USB-C,Аксессуары,Новосибирск,Сайт,Повторный,7,458,3206,2035,4.1,0
2024-01-13,Xiaomi 14,Смартфоны,Екатеринбург,Маркетплейс,Новый,8,48178,385424,146519,5.0,0
2024-01-13,iPhone 15 Pro,Смартфоны,Москва,Сайт,Новый,2,77410,154820,60613,3.9,0
2024-01-14,Стекло защитное,Аксессуары,Санкт-Петербург,Маркетплейс,Новый,1,646,646,398,4.9,0
2024-01-14,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Новый,1,128381,128381,50256,4.9,1
2024-01-14,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Маркетплейс,VIP,1,101183,101183,41311,4.4,0
2024-01-15,Кабель USB-C,Аксессуары,Казань,Розничный магазин,Новый,1,413,413,278,4.2,0
2024-01-15,Xiaomi Pad 6,Планшеты,Новосибирск,Сайт,Повторный,4,25765,103060,42157,4.2,0
2024-01-16,Стекло защитное,Аксессуары,Санкт-Петербург,Мобильное приложение,Повторный,3,703,2109,1334,3.1,0
2024-01-16,Sony WH-1000XM5,Наушники,Санкт-Петербург,Сайт,Повторный,2,24975,49950,24853,5.0,0
2024-01-17,Samsung Tab S9,Планшеты,Москва,Сайт,Новый,3,54190,162570,72671,4.2,0
2024-01-17,Sony WH-1000XM5,Наушники,Казань,Мобильное приложение,Повторный,1,22252,22252,9909,4.3,0
2024-01-17,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Новый,10,59974,599740,214869,,0
2024-01-18,Чехол iPhone,Аксессуары,Санкт-Петербург,Сайт,Новый,7,890,6230,3885,4.5,1
2024-01-18,MacBook Air M3,Ноутбуки,Новосибирск,Розничный магазин,Новый,10,105885,1058850,435879,4.0,0
2024-01-19,Samsung Tab S9,Планшеты,Краснодар,Розничный магазин,Повторный,2,53765,107530,48494,3.4,1
2024-01-19,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Розничный магазин,Новый,5,69812,349060,120409,4.3,0
2024-01-19,Dell XPS 15,Ноутбуки,Москва,Сайт,Новый,1,103363,103363,37469,4.3,0
2024-01-20,Чехол iPhone,Аксессуары,Санкт-Петербург,Сайт,Повторный,5,927,4635,3064,4.9,0
2024-01-20,Чехол iPhone,Аксессуары,Казань,Маркетплейс,VIP,2,764,1528,882,3.3,0
2024-01-21,AirPods Pro 2,Наушники,Новосибирск,Сайт,Новый,2,17929,35858,18373,5.0,0
2024-01-21,Samsung Tab S9,Планшеты,Москва,Сайт,Повторный,1,58124,58124,23317,4.1,0
2024-01-21,Xiaomi 14,Смартфоны,Казань,Мобильное приложение,Новый,3,48062,144186,49011,5.0,0
2024-01-22,MacBook Air M3,Ноутбуки,Екатеринбург,Розничный магазин,Новый,5,99191,495955,206911,4.6,0
2024-01-22,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Маркетплейс,Новый,14,71066,994924,358991,3.3,0
2024-01-23,iPad Air 5,Планшеты,Екатеринбург,Мобильное приложение,VIP,5,42705,213525,98433,3.4,0
2024-01-23,Чехол iPhone,Аксессуары,Москва,Мобильное приложение,Новый,1,938,938,607,4.6,0
2024-01-23,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,2,60201,120402,47527,3.3,0
2024-01-24,Xiaomi 14,Смартфоны,Новосибирск,Сайт,Повторный,8,43452,347616,121409,2.7,0
2024-01-24,Стекло защитное,Аксессуары,Краснодар,Мобильное приложение,Новый,2,591,1182,703,5.0,0
2024-01-25,Sony WH-1000XM5,Наушники,Санкт-Петербург,Мобильное приложение,Повторный,2,23965,47930,22696,4.1,0
2024-01-25,Samsung Galaxy S24,Смартфоны,Краснодар,Розничный магазин,Повторный,2,59337,118674,38658,4.4,0
2024-01-25,MacBook Air M3,Ноутбуки,Краснодар,Маркетплейс,VIP,10,108018,1080180,454058,4.3,0
2024-01-26,Google Pixel 8,Смартфоны,Москва,Мобильное приложение,Новый,8,65232,521856,180204,2.9,0
2024-01-26,Кабель USB-C,Аксессуары,Санкт-Петербург,Мобильное приложение,Новый,3,544,1632,990,3.2,0
2024-01-27,Стекло защитное,Аксессуары,Москва,Сайт,Новый,7,762,5334,3635,4.5,0
2024-01-27,Зарядка 65W,Аксессуары,Санкт-Петербург,Сайт,Повторный,5,1564,7820,5334,4.1,0
2024-01-27,ASUS ZenBook,Ноутбуки,Казань,Мобильное приложение,VIP,4,60886,243544,94323,3.6,0
2024-01-28,Чехол iPhone,Аксессуары,Москва,Мобильное приложение,Новый,17,865,14705,9259,4.9,0
2024-01-28,AirPods Pro 2,Наушники,Москва,Сайт,Повторный,7,24268,169876,78783,3.9,0
2024-01-29,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Розничный магазин,Новый,1,76450,76450,28261,3.6,0
2024-01-29,Кабель USB-C,Аксессуары,Казань,Сайт,Повторный,6,496,2976,1876,4.5,0
2024-01-30,Google Pixel 8,Смартфоны,Москва,Розничный магазин,VIP,1,70725,70725,23797,2.6,0
2024-01-30,Чехол iPhone,Аксессуары,Санкт-Петербург,Сайт,Новый,2,918,1836,1034,4.0,0
2024-01-30,Xiaomi 14,Смартфоны,Краснодар,Маркетплейс,Новый,1,50249,50249,17165,3.5,1
2024-01-31,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Сайт,Повторный,2,89839,179678,67979,5.0,0
2024-01-31,Мышь беспроводная,Аксессуары,Краснодар,Сайт,Повторный,1,1812,1812,1067,,0
2024-02-01,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Сайт,Новый,1,93037,93037,36171,3.7,0
2024-02-01,Samsung Tab S9,Планшеты,Санкт-Петербург,Мобильное приложение,Повторный,2,54040,108080,41381,4.6,0
2024-02-01,AirPods Pro 2,Наушники,Санкт-Петербург,Маркетплейс,Повторный,2,19530,39060,19324,3.6,0
2024-02-02,Bose QC45,Наушники,Москва,Розничный магазин,Повторный,5,25356,126780,59719,3.6,0
2024-02-02,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Повторный,3,125930,377790,163067,5.0,0
2024-02-03,Стекло защитное,Аксессуары,Екатеринбург,Сайт,VIP,10,561,5610,3225,3.7,0
2024-02-03,Dell XPS 15,Ноутбуки,Санкт-Петербург,Мобильное приложение,VIP,17,101070,1718190,615259,4.2,0
2024-02-03,Samsung Buds2,Наушники,Москва,Маркетплейс,Повторный,9,12106,108954,57044,3.7,0
2024-02-04,Sony WH-1000XM5,Наушники,Санкт-Петербург,Маркетплейс,Повторный,3,25859,77577,39952,4.0,0
2024-02-04,Lenovo ThinkPad X1,Ноутбуки,Москва,Розничный магазин,VIP,3,111738,335214,140418,4.0,0
2024-02-05,Samsung Galaxy S24,Смартфоны,Екатеринбург,Сайт,Повторный,3,60200,180600,64381,4.7,0
2024-02-05,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Повторный,2,126094,252188,95950,4.2,0
2024-02-05,iPhone 15 Pro,Смартфоны,Краснодар,Маркетплейс,Новый,2,74277,148554,54109,4.3,0
2024-02-06,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Сайт,Повторный,2,98213,196426,72393,3.8,0
2024-02-06,Sony WH-1000XM5,Наушники,Казань,Сайт,Новый,8,21676,173408,80895,4.9,0
2024-02-07,Samsung Buds2,Наушники,Москва,Маркетплейс,Новый,5,10802,54010,25921,3.8,0
2024-02-07,Samsung Tab S9,Планшеты,Новосибирск,Розничный магазин,Новый,3,53178,159534,71770,4.2,0
2024-02-07,Dell XPS 15,Ноутбуки,Краснодар,Розничный магазин,Новый,2,94897,189794,77168,3.2,0
2024-02-08,Xiaomi 14,Смартфоны,Краснодар,Сайт,Повторный,3,48809,146427,49596,4.7,0
2024-02-08,AirPods Pro 2,Наушники,Москва,Маркетплейс,Новый,4,23410,93640,43826,4.8,0
2024-02-09,Мышь беспроводная,Аксессуары,Санкт-Петербург,Сайт,Новый,3,2330,6990,3890,4.1,0
2024-02-09,Samsung Buds2,Наушники,Санкт-Петербург,Сайт,Повторный,5,10689,53445,27174,3.9,0
2024-02-09,Мышь беспроводная,Аксессуары,Казань,Сайт,Повторный,15,1773,26595,17991,4.6,0
2024-02-10,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Повторный,2,27729,55458,29813,3.0,0
2024-02-10,Xiaomi 14,Смартфоны,Москва,Мобильное приложение,Повторный,2,55428,110856,41493,4.1,1
2024-02-11,AirPods Pro 2,Наушники,Новосибирск,Мобильное приложение,Новый,2,19748,39496,20054,3.6,0
2024-02-11,Dell XPS 15,Ноутбуки,Москва,Мобильное приложение,Новый,20,104881,2097620,761815,3.0,0
2024-02-11,Xiaomi 14,Смартфоны,Казань,Маркетплейс,VIP,2,44933,89866,34308,4.3,0
2024-02-12,iPhone 15 Pro,Смартфоны,Екатеринбург,Мобильное приложение,Повторный,6,64033,384198,145327,4.4,0
2024-02-12,Google Pixel 8,Смартфоны,Новосибирск,Мобильное приложение,Новый,3,56694,170082,61762,5.0,0
2024-02-13,Зарядка 65W,Аксессуары,Екатеринбург,Сайт,Новый,3,1493,4479,2821,4.7,0
2024-02-13,Xiaomi Pad 6,Планшеты,Краснодар,Маркетплейс,Повторный,9,28824,259416,107652,3.6,0
2024-02-14,Xiaomi Pad 6,Планшеты,Москва,Сайт,Повторный,5,29128,145640,59579,3.7,0
2024-02-14,Мышь беспроводная,Аксессуары,Москва,Маркетплейс,Повторный,3,2258,6774,3918,3.4,0
2024-02-14,iPad Air 5,Планшеты,Новосибирск,Маркетплейс,Повторный,1,40304,40304,18793,4.0,0
2024-02-15,iPad Air 5,Планшеты,Москва,Маркетплейс,Новый,8,53026,424208,200276,4.3,0
2024-02-15,iPhone 15 Pro,Смартфоны,Краснодар,Мобильное приложение,Новый,7,65702,459914,173038,4.6,0
2024-02-16,Samsung Buds2,Наушники,Москва,Розничный магазин,Новый,3,11092,33276,17673,3.3,0
2024-02-16,iPhone 15 Pro,Смартфоны,Москва,Маркетплейс,Новый,3,83613,250839,89884,,0
2024-02-16,Samsung Galaxy S24,Смартфоны,Москва,Сайт,VIP,2,65952,131904,43879,4.3,0
2024-02-17,Samsung Tab S9,Планшеты,Казань,Мобильное приложение,VIP,3,53443,160329,68364,4.3,0
2024-02-17,Samsung Tab S9,Планшеты,Москва,Маркетплейс,VIP,1,59575,59575,26035,3.5,0
2024-02-18,Samsung Galaxy S24,Смартфоны,Краснодар,Сайт,Новый,4,65252,261008,85832,5.0,1
2024-02-18,Xiaomi 14,Смартфоны,Екатеринбург,Маркетплейс,Повторный,2,44532,89064,33122,4.0,0
2024-02-18,Samsung Buds2,Наушники,Казань,Сайт,VIP,1,10870,10870,4827,3.3,0
2024-02-19,Xiaomi Pad 6,Планшеты,Екатеринбург,Сайт,Новый,5,28626,143130,64236,4.4,0
2024-02-19,ASUS ZenBook,Ноутбуки,Новосибирск,Маркетплейс,Новый,1,61638,61638,25741,3.9,0
2024-02-20,Samsung Galaxy S24,Смартфоны,Москва,Маркетплейс,Повторный,2,73330,146660,53131,4.0,0
2024-02-20,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Новый,1,129228,129228,47446,4.6,1
2024-02-20,Xiaomi 14,Смартфоны,Екатеринбург,Сайт,Новый,5,41563,207815,67891,5.0,0
2024-02-21,iPad Air 5,Планшеты,Казань,Маркетплейс,Новый,3,42166,126498,51924,4.2,0
2024-02-21,iPhone 15 Pro,Смартфоны,Краснодар,Сайт,Новый,2,64220,128440,50117,5.0,0
2024-02-22,Lenovo ThinkPad X1,Ноутбуки,Санкт-Петербург,Сайт,VIP,9,103592,932328,373186,4.8,0
2024-02-22,Sony WH-1000XM5,Наушники,Новосибирск,Маркетплейс,Новый,5,20841,104205,55276,5.0,0
2024-02-22,Google Pixel 8,Смартфоны,Екатеринбург,Сайт,Повторный,3,56754,170262,59892,4.5,0
2024-02-23,AirPods Pro 2,Наушники,Санкт-Петербург,Сайт,Новый,5,19842,99210,50171,4.3,0
2024-02-23,Xiaomi 14,Смартфоны,Москва,Розничный магазин,Новый,3,54346,163038,62402,3.9,0
2024-02-24,Bose QC45,Наушники,Москва,Сайт,Новый,1,26461,26461,12178,5.0,0
2024-02-24,Google Pixel 8,Смартфоны,Санкт-Петербург,Сайт,VIP,2,63474,126948,41382,4.0,0
2024-02-24,Lenovo ThinkPad X1,Ноутбуки,Москва,Розничный магазин,Повторный,4,117569,470276,199360,4.8,0
2024-02-25,Samsung Galaxy S24,Смартфоны,Новосибирск,Мобильное приложение,Повторный,2,58119,116238,44503,4.6,0
2024-02-25,iPhone 15 Pro,Смартфоны,Екатеринбург,Розничный магазин,Новый,1,66023,66023,24156,4.4,0
2024-02-26,Кабель USB-C,Аксессуары,Екатеринбург,Мобильное приложение,Новый,2,412,824,526,,0
2024-02-26,MacBook Air M3,Ноутбуки,Москва,Маркетплейс,Повторный,3,112533,337599,128785,4.4,0
2024-02-27,Samsung Tab S9,Планшеты,Краснодар,Сайт,Повторный,2,52224,104448,40284,4.7,0
2024-02-27,Bose QC45,Наушники,Екатеринбург,Сайт,VIP,1,21801,21801,11178,3.9,0
2024-02-27,iPhone 15 Pro,Смартфоны,Санкт-Петербург,Мобильное приложение,Повторный,1,72201,72201,23405,4.1,0
2024-02-28,Sony WH-1000XM5,Наушники,Москва,Мобильное приложение,Повторный,7,25350,177450,84646,4.3,0
2024-02-28,Sony WH-1000XM5,Наушники,Москва,Сайт,Новый,9,24897,224073,112984,4.6,0
2024-02-29,Xiaomi Pad 6,Планшеты,Казань,Сайт,Новый,6,26021,156126,64910,4.1,0
2024-02-29,MacBook Air M3,Ноутбуки,Москва,Мобильное приложение,Повторный,7,124870,874090,326932,3.9,0
2024-02-29,Samsung Galaxy S24,Смартфоны,Санкт-Петербург,Розничный магазин,Новый,1,62444,62444,22585,4.1,0
2024-03-01,Мышь беспроводная,Аксессуары,Екатеринбург,Маркетплейс,Новый,4,2471,9884,5826,4.6,0
2024-03-01,iPhone 15 Pro,Смартфоны,Москва,Розничный магазин,Новый,4,111338,445352,163373,,0
2024-03-02,Xiaomi 14,Смартфоны,Краснодар,Розничный магазин,Повторный,6,59660,357960,116027,3.2,0
2024-03-02,ASUS ZenBook,Ноутбуки,Санкт-Петербург,Маркетплейс,Новый,5,100273,501365,179040,4.0,0
2024-03-02,ASUS ZenBook,Ноутбуки,Москва,Сайт,Новый,1,102353,102353,44137,3.3,0
2024-03-03,Google Pixel 8,Смартфоны,Екатеринбург,Розничный магазин,Новый,1,72608,72608,24035,4.0,0
2024-03-03,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,Повторный,5,118267,591335,246560,4.1,0
2024-03-04,Google Pixel 8,Смартфоны,Краснодар,Маркетплейс,Повторный,4,72019,288076,96606,3.2,0
2024-03-04,iPhone 15 Pro,Смартфоны,Екатеринбург,Маркетплейс,Повторный,5,77560,387800,129371,3.0,0
2024-03-04,iPad Air 5,Планшеты,Краснодар,Маркетплейс,Повторный,2,52094,104188,48734,3.1,0
2024-03-05,Dell XPS 15,Ноутбуки,Санкт-Петербург,Маркетплейс,Новый,2,117269,234538,94420,3.3,0
2024-03-05,Samsung Galaxy S24,Смартфоны,Москва,Сайт,Новый,2,80434,160868,52095,4.6,0
2024-03-06,ASUS ZenBook,Ноутбуки,Москва,Мобильное приложение,Повторный,7,98851,691957,289779,4.1,1
2024-03-06,Google Pixel 8,Смартфоны,Казань,Сайт,Новый,2,68142,136284,44107,4.5,0
2024-03-06,AirPods Pro 2,Наушники,Краснодар,Сайт,Новый,13,24004,312052,153754,4.5,0
2024-03-07,Samsung Tab S9,Планшеты,Москва,Мобильное приложение,Новый,1,75324,75324,35275,4.0,0
2024-03-07,Чехол iPhone,Аксессуары,Санкт-Петербург,Сайт,VIP,4,1002,4008,2572,3.4,0
2024-03-08,iPhone 15 Pro,Смартфоны,Новосибирск,Маркетплейс,Повторный,2,78881,157762,51492,4.8,0
2024-03-08,Dell XPS 15,Ноутбуки,Москва,Розничный магазин,Новый,1,121550,121550,43397,4.0,0
2024-03-08,AirPods Pro 2,Наушники,Екатеринбург,Маркетплейс,Повторный,2,25019,50038,24659,5.0,0
2024-03-09,Dell XPS 15,Ноутбуки,Москва,Мобильное приложение,Новый,3,124397,373191,150941,3.4,0
2024-03-09,AirPods Pro 2,Наушники,Москва,Сайт,Повторный,4,30479,121916,62293,5.0,0
2024-03-10,Samsung Buds2,Наушники,Москва,Сайт,Новый,3,15020,45060,21485,4.1,0
2024-03-10,Xiaomi 14,Смартфоны,Казань,Сайт,Новый,5,57039,285195,92190,5.0,0
2024-03-10,Lenovo ThinkPad X1,Ноутбуки,Москва,Мобильное приложение,Новый,1,149873,149873,65869,4.3,0
2024-03-11,Samsung Buds2,Наушники,Москва,Розничный магазин,Новый,2,14567,29134,15412,3.9,0
2024-03-11,Google Pixel 8,Смартфоны,Санкт-Петербург,Мобильное приложение,Новый,14,79980,1119720,420942,3.2,0
2024-03-12,Dell XPS 15,Ноутбуки,Москва,Сайт,Повторный,4,125707,502828,221064,4.0,0
2024-03-12,Lenovo ThinkPad X1,Ноутбуки,Москва,Сайт,VIP,1,148798,148798,54693,4.8,0
2024-03-13,Xiaomi Pad 6,Планшеты,Санкт-Петербург,Сайт,Повторный,4,39599,158396,68898,2.9,0
2024-03-13,Sony WH-1000XM5,Наушники,Екатеринбург,Маркетплейс,Повторный,17,28535,485095,249888,4.3,1
2024-03-13,Lenovo ThinkPad X1,Ноутбуки,Екатеринбург,Розничный магазин,Повторный,4,121937,487748,194976,3.3,0
2024-03-14,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,Новый,1,36239,36239,14491,3.4,0
2024-03-14,Lenovo ThinkPad X1,Ноутбуки,Казань,Мобильное приложение,Новый,2,109144,218288,89007,3.9,0
2024-03-15,Sony WH-1000XM5,Наушники,Краснодар,Сайт,VIP,1,29046,29046,14483,4.6,0
2024-03-15,Xiaomi Pad 6,Планшеты,Москва,Мобильное приложение,Повторный,5,42190,210950,93603,5.0,0
2024-03-15,Samsung Buds2,Наушники,Казань,Мобильное приложение,Новый,1,13053,13053,6066,3.8,0
2024-03-16,Lenovo ThinkPad X1,Ноутбуки,Краснодар,Сайт,Новый,1,109557,109557,45792,4.5,0
2024-03-16,Google Pixel 8,Смартфоны,Москва,Маркетплейс,Повторный,2,72790,145580,55468,3.8,0
2024-03-17,Bose QC45,Наушники,Москва,Сайт,Повторный,5,33729,168645,84500,4.3,0
2024-03-17,Samsung Galaxy S24,Смартфоны,Краснодар,Маркетплейс,VIP,3,69085,207255,76153,4.7,0
2024-03-17,Samsung Tab S9,Планшеты,Новосибирск,Маркетплейс,Новый,2,60522,121044,47714,4.2,0
2024-03-18,Мышь беспроводная,Аксессуары,Москва,Сайт,Повторный,1,2675,2675,1625,4.1,0
2024-03-18,Dell XPS 15,Ноутбуки,Москва,Маркетплейс,Новый,3,129292,387876,158880,4.0,0
2024-03-19,Xiaomi 14,Смартфоны,Москва,Розничный магазин,VIP,2,67898,135796,47794,3.7,0
2024-03-19,ASUS ZenBook,Ноутбуки,Москва,Маркетплейс,Новый,2,88882,177764,70566,4.1,0
2024-03-19,iPhone 15 Pro,Смартфоны,Казань,Мобильное приложение,Новый,3,85475,256425,101791,4.5,1
2024-03-20,Sony WH-1000XM5,Наушники,Москва,Маркетплейс,Новый,4,32416,129664,60752,3.4,0
